Osowa Sień XII,E,53,53,159,wschowski
Owczary-p. Północne,E,1 623,1 589,153,słubicki
Pielice,E,3 796,3 467,189,strzelecko-drezdenecki
Pielice I,R,3 454,-,-,strzelecko-drezdenecki
Pleśno,R,1 681,-,-,krośnieński
Pław II,T,32,-,-,krośnieński
Płonica Zachód,Z,370,-,-,gorzowski
Płonica Zachód I,R,1 038,-,-,gorzowski
Podmokle Wielkie,R,1 093,-,-,zielonogórski
Pole,R,129,-,-,krośnieński
Połupin*,R,1 622,-,-,krośnieński
Połupin - B&F TRANS,M,-,-,-,krośnieński
Połupin I,E,195,-,3,krośnieński
Popowice*,R,528,-,-,"zielonogórski,żagański"
Popowo I,R,714,-,-,międzyrzecki
Poźrzadło,E,718,655,4,świebodziński
Prądocin,R,109,-,-,gorzowski
Prochowiec,Z,3 714,-,-,słubicki
Prochowiec Zachód,R,1 396,-,-,słubicki
Przewoźniki*,Z,4 844,-,-,żarski
Przewoźniki WD*,R,1 770,-,-,żarski
Przewóz*,E,17 314,8 496,22,żarski
Przęślice,T,1 072,1 072,-,sulęciński
Przyłęg*,Z,1 616,-,-,strzelecko-drezdenecki
Przyłęg 1,E,469,-,2,strzelecko-drezdenecki
Przysieka II*,R,1 031,-,-,strzelecko-drezdenecki
Przysieka III*,T,471,-,-,strzelecko-drezdenecki
Pyrnik,Z,408,-,-,zielonogórski
Racław II,M,-,-,-,gorzowski
Radachów*,E,3 358,2 833,205,słubicki
Raduszec Stary E*,Z,7 142,-,-,krośnieński
Rejów II,E,907,282,37,nowosolski
Rojewo NT,R,1 643,-,-,międzyrzecki
Rosin,R,3 056,2 236,-,świebodziński
Różanki,E,3 507,1 768,150,gorzowski
Rudgerzowice,T,211,205,-,świebodziński
Rudziny,E,499,253,53,żagański
Rybocice-Kunice*,E,40 716,15 838,38,słubicki
Samsonki,Z,94,-,-,świebodziński
Samsonki 1,E,136,-,1,świebodziński
Samsonki II,E,70,-,18,świebodziński
Samsonki III,R,618,-,-,świebodziński
Sanice*,R,20 754,-,-,żarski
Siedlisko,Z,137,-,-,nowosolski
Siedlisko I,R,1 412,-,-,nowosolski
Siedlnica I,E,124,-,0,wschowski
Sieniawa,E,3 030,2 647,34,świebodziński
Sieraków*,Z,4 895,-,-,żagański
Sieraków - N*,T,229,-,-,żagański
Sieraków TD*,R,211,-,-,żagański
Sława,E,204,-,30,wschowski
Słocina,R,482,-,-,nowosolski
Słońsk,Z,364,-,-,sulęciński
Stany,R,578,-,-,nowosolski
Stare Kursko,Z,263,-,-,międzyrzecki
Stare Strącze,R,250,-,-,wschowski
Stary Raduszec*,P,5 690,-,-,krośnieński
Stężyca*,Z,8 136,-,-,gorzowski
Stężyca 1,R,308,-,-,gorzowski
Stoki,R,264,-,-,międzyrzecki
Stołuń,R,1 299,-,-,międzyrzecki
Stołuń W,T,308,-,-,międzyrzecki
Sucha Dolna,R,448,-,-,żagański
"Sulęcin ""W""",R,171,-,-,sulęciński
Sułów,Z,161,-,-,słubicki
Sycowice,Z,126,-,-,zielonogórski
Śmieszkowo II,R,675,-,-,wschowski
Tarnawa,R,6 331,5 624,-,zielonogórski
Tarnawa Krośnieńska*,E,9 518,1 455,278,krośnieński
Tarnawa Krośnieńska I*,T,-,-,-,krośnieński
Templewo,R,665,-,-,międzyrzecki
Trzebule,T,205,-,-,krośnieński
Turów,E,9 708,8 665,222,zielonogórski
Tylewice,E,6,-,2,wschowski
Tylewice I,R,94,-,-,wschowski
Tylewice II,R,94,-,-,wschowski
Walewice I,R,98,-,-,sulęciński
Walewice II,R,1 010,-,-,sulęciński
Wilkanowo,R,2 870,-,-,zielonogórski
Wojcieszyce 1,R,282,-,-,gorzowski
Wójciki,R,195,-,-,zielonogórski
Wysoka*,Z,477,-,-,zielonogórski
Wyszanowo 1,E,285,-,6,międzyrzecki
Wyszanowo II,R,3 860,-,-,międzyrzecki
Wyszanów,E,190,-,2,wschowski
Zagaje,R,382,-,-,świebodziński
Zimna Brzeźnica,T,1 185,1 185,-,żagański
Zimna Brzeźnica I,R,702,-,-,żagański
Zwierzyn,E,653,653,94,strzelecko-drezdenecki
Zwierzyn-Kozia Wólka,E,2 261,2 182,33,strzelecko-drezdenecki
Zwierzyń*,Z,2 251,-,-,strzelecko-drezdenecki
Zwierzyń I*,Z,60,-,-,strzelecko-drezdenecki
Żabicko,R,5 454,-,-,strzelecko-drezdenecki
Żaganiec,R,220,-,-,żagański
Żagań-Miodnica*,E,7 976,7 259,776,żagański
Żagań-Trzebów*,R,1 644,-,-,żagański
Żarki Wielkie-Siedlec*,T,1 224,1 003,-,żarski
Żółwin,Z,234,-,-,międzyrzecki
"Adamów dz. 57/2, 58/1",R,535,-,-,radomszczański
"Adamów dz. 64, 65",R,393,-,-,radomszczański
Adamów dz. nr 184,R,227,-,-,radomszczański
Adamów dz.11,R,397,-,-,radomszczański
Adamów II,R,118,-,-,radomszczański
Adamów III,E,46,-,17,radomszczański
Adamów IV,E,2 065,2 065,77,radomszczański
Adamów IX,E,467,401,100,radomszczański
Adamów V,T,247,-,-,radomszczański
"Adamów VI - dz. nr 69, 70",T,341,-,-,radomszczański
Adamów VII*,E,351,-,36,radomszczański
Adamów VIII,E,492,492,29,radomszczański
Adamów X,E,888,888,96,radomszczański
Albinów,Z,207,-,-,zgierski
Aleksandrówek II,E,189,189,2,łaski
Annopole Stare,Z,46,-,-,zduńskowolski
Barczkowice,R,1 531,1 531,-,radomszczański
Barczkowice-1,R,13 065,12 069,-,radomszczański
Bartochów,Z,19,-,-,sieradzki
Bartochów II,M,-,-,-,sieradzki
Bartochów III,E,1 129,1 129,8,sieradzki
Bartochów IV - p. A,E,1 434,1 353,166,sieradzki
Bartochów VI,R,453,-,-,sieradzki
Bartochów-Zachód III,E,261,-,24,sieradzki
Bądków,R,6 391,6 391,-,zgierski
Bibianów III,E,211,-,13,zgierski
Bibianów IV,E,314,-,9,zgierski
Bibianów V,E,243,-,16,zgierski
Bielawska Wieś,R,501,-,-,łowicki
Bieliki,M,-,-,-,pajęczański
Bieliki I,E,155,-,5,pajęczański
Bieliki II,E,1 031,991,19,pajęczański
Bieliki III,E,185,-,5,pajęczański
Bieliki IV,E,109,-,4,pajęczański
Bieliki V,R,304,-,-,pajęczański
Bielina,R,100,-,-,tomaszowski
Bilska Wola,E,222,-,1,piotrkowski
Bilska Wola I,R,276,-,-,piotrkowski
Blok Dobryszyce,R,59,-,-,radomszczański
Blok Dobryszycki*,Z,183,-,-,radomszczański
Blok Dobryszycki - 1*,E,191,-,11,radomszczański
Blok Dobryszycki II,R,471,-,-,radomszczański
Bogumiłów,R,87,-,-,sieradzki
Bolimów III,E,3 995,2 222,16,skierniewicki
Borowa*,Z,4,-,-,piotrkowski
Borowa I,Z,279,-,-,piotrkowski
Boryszów,R,174,-,-,piotrkowski
Boryszów I,T,185,-,-,piotrkowski
Boryszów II,E,57,-,1,piotrkowski
Boryszów IX,R,238,-,-,piotrkowski
Boryszów V,T,324,-,-,piotrkowski
Boryszów VI,E,129,-,9,piotrkowski
Boryszów VIII*,E,189,-,0,piotrkowski
Brenica,E,70,-,10,tomaszowski
Broniew,Z,112,-,-,rawski
Broszki,E,561,494,1,sieradzki
Brudnów I,R,367,249,-,poddębicki
Brudzewice,R,124,-,-,opoczyński
Brzeziny*,R,434,-,-,brzeziński
Brzeziny-Fara I,E,240,-,9,brzeziński
Brzozów II,E,586,1 027,60,skierniewicki
Brzustów,Z,1 878,1 830,-,tomaszowski
Brzustów I,R,15 144,-,-,tomaszowski
Budzynek,E,741,541,19,poddębicki
Bukowa*,Z,988,-,-,bełchatowski
Bukowa II,T,6 646,6 646,-,bełchatowski
Byszewy,Z,504,-,-,łódzki wschodni
Byszewy-Boginia*,R,311,-,-,łódzki wschodni
Celestynów IV,Z,246,-,-,zgierski
Celestynów IX,E,122,-,5,zgierski
Celestynów VII,E,138,-,15,zgierski
Celestynów VIII,R,223,-,-,zgierski
Celestynów X,R,252,-,-,zgierski
Celestynów XI,E,442,-,21,zgierski
Chabierów,R,502,-,-,sieradzki
Chabierów III,Z,30,-,-,sieradzki
Chabierów IV,T,329,-,-,sieradzki
Chabierów V,T,774,774,-,sieradzki
Chobanin,Z,70,-,-,wieruszowski
Chobanin II,Z,325,-,-,wieruszowski
Chobanin V,R,377,246,-,wieruszowski
Chociwek,E,229,-,3,tomaszowski
Chojny,R,777,648,-,wieruszowski
Cieszątki,R,654,654,-,radomszczański
Cieśle II,E,1 374,233,190,wieluński
Ciężków,Z,100,-,-,zgierski
Ciężków I,Z,207,-,-,zgierski
Ciężków II,R,347,-,-,zgierski
Ciosny,R,141,-,-,zgierski
Ciosny I,E,247,-,4,zgierski
Cisza,R,200,-,-,bełchatowski
Czarnocin*,R,1 275,-,-,piotrkowski
Czarnocin II,R,601,-,-,piotrkowski
Czarnożyły II,T,901,862,-,wieluński
Czarny Las,P,19 408,-,-,radomszczański
Czartki I,R,418,-,-,sieradzki
Czatolin*,E,68 195,9 185,453,łowicki
Czatolin II*,E,178,149,7,łowicki
Czatolin III,T,361,361,-,łowicki
Czatolin IV,E,237,221,8,łowicki
Czechy,R,251,-,-,zduńskowolski
Czerwonka*,Z,56,-,-,tomaszowski
Czerwonka I*,E,330,-,0,tomaszowski
Czyżemin*,Z,79,-,-,pabianicki
Czyżemin I*,Z,494,-,-,pabianicki
Czyżemin II,Z,118,-,-,pabianicki
Czyżemin III*,R,868,-,-,pabianicki
Czyżemin IV,R,1 538,-,-,pabianicki
Czyżemin V,E,407,-,19,pabianicki
Dalków,E,1 006,881,96,piotrkowski
Danielów II,R,721,668,-,radomszczański
Daniszewice,E,208,-,7,piotrkowski
Dańków,Z,218,-,-,rawski
Dąbkowice*,R,193,-,-,łowicki
Dąbrówka,Z,-,-,-,pajęczański
Dąbrówka I,T,10,-,-,poddębicki
Dąbrówka II,Z,8,-,-,pajęczański
Dąbrówka III,T,1 448,1 448,-,pajęczański
Dąbrówka IV,R,748,-,-,pajęczański
Dąbrówka Strumiany III,E,77,-,1,zgierski
Dąbrówka Strumiany V,E,542,542,44,zgierski
Dąbrówka Strumiany VI,R,277,-,-,zgierski
Dębowa Góra II,Z,22,-,-,skierniewicki
Dębowa Góra III,Z,91,-,-,skierniewicki
Długie,T,439,-,-,łódzki wschodni
Długie II,E,636,636,31,łódzki wschodni
Dobiecin,R,59,-,-,bełchatowski
Dobra,R,tylko pzb.,154,-,łaski
Dobra Golesze,E,153,-,30,piotrkowski
Dobroń Duży II,T,547,547,-,pabianicki
Dobryszyce II,T,103,-,-,radomszczański
Dobrzelów,R,75,-,-,bełchatowski
Drużbice I,R,458,458,-,bełchatowski
Dubidze,R,225,-,-,pajęczański
Duszniki*,Z,103,-,-,sieradzki
Duszniki III*,E,-,-,19,sieradzki
Duszniki V*,Z,1 013,-,-,sieradzki
Duszniki VII*,Z,393,-,-,sieradzki
Dworszowice III,R,406,-,-,pajęczański
Dylew,R,312,-,-,łódzki wschodni
Dylów*,R,3 232,829,-,pajęczański
Dziadkowice II*,Z,40,-,-,zduńskowolski
Dziadkowice III,Z,17,-,-,zduńskowolski
Dziadkowice IX,E,192,-,16,zduńskowolski
Dziadkowice VI,Z,294,-,-,zduńskowolski
Dziadkowice VIII,R,92,-,-,zduńskowolski
Dziadkowice XI,Z,41,-,-,zduńskowolski
Dziadkowice XII,Z,390,-,-,zduńskowolski
Dziadkowice XIII,R,103,-,-,zduńskowolski
Dziadkowice XV,E,140,-,34,zduńskowolski
Działoszyn II,R,825,-,-,pajęczański
Dzierzązna Szlachecka,T,659,659,-,poddębicki
Dziurdzioły,R,418,-,-,rawski
Dziurdzioły I,R,260,-,-,rawski
Eligiów II,T,228,-,-,pajęczański
Eligiów III,T,157,-,-,pajęczański
Emilianów,E,74,-,9,sieradzki
Emilianów II,R,52,-,-,sieradzki
Erazmów,R,4 018,-,-,łódzki wschodni
Fara*,Z,250,-,-,brzeziński
Fara II,Z,-,-,-,brzeziński
Filipowizna*,Z,3,-,-,pajęczański
Florentynów V,E,104,-,8,zgierski
Florentynów VI,R,tylko pzb.,-,-,zgierski
Frydrychów,R,3 758,-,-,brzeziński
Gajewniki,R,1 312,-,-,zduńskowolski
Galewice,R,220,-,-,wieruszowski
Gałkowice Stare,E,383,383,344,radomszczański
Garbów,Z,63,-,-,łódzki wschodni
Garbów I,T,301,253,-,łódzki wschodni
Garbów II,R,917,-,-,łódzki wschodni
Glina I,Z,-,-,-,tomaszowski
Glinnik Nowy,R,101,-,-,tomaszowski
Głuchów,R,96,-,-,łódzki wschodni
Godzięby-Luboradz,R,1 281,-,-,kutnowski
Golków*,R,217,-,-,sieradzki
Gołaszyny,Z,311,-,-,zgierski
Gołaszyny I,T,129,-,-,zgierski
Gołębiewek Nowy I*,T,244,-,-,kutnowski
Gołuchy,Z,29,-,-,sieradzki
Gołuchy I,R,633,-,-,sieradzki
Góra Bałdrzychowska I,R,5 327,3 457,-,poddębicki
Górki Duże*,T,99,-,-,łódzki wschodni
Górki Duże I*,R,18,-,-,łódzki wschodni
Górki Duże IV,R,19,-,-,łódzki wschodni
Górki Duże V,M,-,-,-,łódzki wschodni
Górki Duże VI,T,32,-,-,łódzki wschodni
Górki Duże VIII*,Z,26,-,-,łódzki wschodni
Górki Duże XIV,E,109,109,5,łódzki wschodni
Górki Duże XIX,R,435,-,-,łódzki wschodni
Górki Duże XV,T,178,-,-,łódzki wschodni
Górki Duże XVI,T,74,-,-,łódzki wschodni
Górki Duże XVII,E,645,626,40,łódzki wschodni
Górki Duże XX,R,460,303,-,łódzki wschodni
Górki Małe I,E,138,-,3,łódzki wschodni
Górki Małe II,R,871,-,-,łódzki wschodni
Górki Małe Kolonia,R,78,-,-,łódzki wschodni
Góry Borowskie,P,5 333,-,-,bełchatowski
Grabiszew,Z,-,-,-,zgierski
Grabiszew II,Z,17,-,-,zgierski
Grębociny,R,58,-,-,bełchatowski
Grodno II,Z,173,-,-,kutnowski
Grodno III,Z,2 962,-,-,kutnowski
Grodno IV,R,67,-,-,kutnowski
Grodno Nowe*,Z,211,-,-,kutnowski
Grójec Mały,Z,125,-,-,sieradzki
Guźnia I*,Z,6 557,-,-,łowicki
Hipolitów,R,134,-,-,łaski
Holendry,R,372,-,-,radomszczański
Huta Brudzka,T,86,-,-,radomszczański
Huta Drewniana*,E,306,-,1,radomszczański
Huta Porajska II,R,201,-,-,radomszczański
Huta Porajska III,R,534,388,-,radomszczański
Huta Porajska IV,R,1 972,-,-,radomszczański
Ignacew II,E,114,-,21,zgierski
Ignacew III,E,238,-,2,zgierski
Ignacew IV,T,801,-,-,zgierski
Ignacew V,R,99,-,-,zgierski
Ignacew VI,R,112,106,-,zgierski
Ignacew VII,E,365,-,11,zgierski
Ignaś,E,122,-,5,wieluński
Inczew,Z,46,-,-,sieradzki
Inowłódz,R,326,-,-,tomaszowski
Irenów,Z,611,-,-,opoczyński
Jacków I,T,746,746,-,łęczycki
Jacków III*,M,-,-,0,łęczycki
Jacków IV,R,118,-,-,łęczycki
Janina-Michałów,Z,206,-,-,bełchatowski
Janów Karwicki II,M,-,-,-,opoczyński
Janów Karwicki III,R,343,-,-,opoczyński
Janów Karwicki IX,E,131,-,3,opoczyński
Janów Karwicki V,E,106,-,4,opoczyński
Janów Karwicki XIII,E,2 571,-,14,opoczyński
Janów Karwicki XIV,T,83,-,-,opoczyński
Janów Karwicki XV,E,165,-,1,opoczyński
Janów Karwicki XVI,E,215,-,3,opoczyński
Janów Karwicki-1,R,215,-,-,opoczyński
Janówek,E,264,-,2,sieradzki
Jarochów*,E,196,-,4,łęczycki
Jarochów I*,R,53,-,-,łęczycki
Jarochów II,T,588,588,-,łęczycki
Jarochówek I,R,235,-,-,łęczycki
Jasienin Duży,R,395,-,-,brzeziński
Jasionka,M,-,-,-,zgierski
Jaworek,Z,12,-,-,wieruszowski
Jeżopole,R,1 067,-,-,wieruszowski
Jeżów,T,3 332,2 987,-,brzeziński
Jeżów II,T,4 996,4 792,-,brzeziński
Jodłowiec II,R,568,448,-,wieluński
Jutrków,E,43,-,30,wieruszowski
Jutroszew*,R,14,-,-,łódzki wschodni
Kalenice*,P,15 707,-,-,łowicki
Kalenice 5,Z,1 856,-,-,łowicki
Kalenice 6,Z,103,-,-,łowicki
Kalenice II*,T,3 223,93,-,łowicki
Kalenice VII,R,456,-,-,łowicki
Kalinko V*,E,43,-,0,łódzki wschodni
Kalinko VI,R,663,-,-,łódzki wschodni
Kałek II,T,81,-,-,piotrkowski
Kałek III,R,107,-,-,piotrkowski
Kamieńsk*,E,808,451,1,radomszczański
Karkosy,Z,82,-,-,łęczycki
Karlin,Z,-,-,-,piotrkowski
Karlin I,Z,-,-,-,piotrkowski
Karlin III,R,177,-,-,piotrkowski
Karolew,Z,782,-,-,zgierski
Karolew III,E,99,99,0,zgierski
Karolew V,R,197,-,-,zgierski
Karwice I*,E,235,-,31,opoczyński
Karwice II*,M,-,-,-,opoczyński
Karwice IX,E,58,-,2,opoczyński
Karwice V,E,390,-,3,opoczyński
Karwice VII,T,85,-,-,opoczyński
Karwice X*,E,103,-,3,opoczyński
Karwice XI*,E,262,-,1,opoczyński
Karwice XII,Z,-,-,-,opoczyński
Kaszewice,R,316,-,-,bełchatowski
Katarzynów,E,410,-,1,łódzki wschodni
Kazimierzów,E,444,398,42,poddębicki
Kiełmina II*,E,303,295,21,zgierski
Kiełmina III,E,131,131,21,zgierski
Kiełmina IV,T,652,364,-,zgierski
Kłonna,E,6,-,2,opoczyński
Kłudzice,Z,25,-,-,piotrkowski
Kobiele Małe,E,242,-,9,radomszczański
Kobiele Małe I,T,1 050,1 050,-,radomszczański
Kochlew,Z,89,-,-,wieluński
Kocielizna-2*,Z,41,-,-,bełchatowski
Kolonia Iwonie,E,274,-,5,poddębicki
Kolonia Lubiska,Z,150,-,-,brzeziński
Kolonia Lubiska I,R,762,-,-,brzeziński
Kolonia Mazew I,M,-,-,-,łęczycki
Kolonia Rożniatów I,R,254,-,-,poddębicki
Kolonia Witów*,R,81,-,-,piotrkowski
Kolonia Wołucza*,Z,73,-,-,rawski
Kolonia Wołucza I,T,1 432,-,-,rawski
Kołacinek*,Z,58,-,-,brzeziński
Kołacinek I,R,865,865,-,brzeziński
Kołacinek II,R,588,588,-,brzeziński
Kontrewers II,E,2 174,2 019,94,poddębicki
Kopaliny Klizińskie,T,32 863,26 054,-,radomszczański
Kopanina,E,1 774,1 391,120,sieradzki
Kopaniny*,R,1 414,-,-,"piotrkowski,radomszczański"
Kotliny I,E,191,-,34,łódzki wschodni
Kotliny II,E,216,-,34,łódzki wschodni
Kotowice*,Z,106,-,-,zgierski
Kotowice IIIA,T,108,-,-,zgierski
Kotowice V,Z,215,-,-,zgierski
Kotowice VI,R,270,-,-,zgierski
Kotulin,Z,103,-,-,brzeziński
Kowalewice,Z,162,-,-,zgierski
Koźle,Z,348,-,-,zgierski
Kraszew Nadolna 3-9,R,1 967,-,-,brzeziński
Kraszew-Nadolna,R,848,-,-,brzeziński
Kraszkowice,Z,372,-,-,wieluński
Kraszkowice III,T,1 687,1 687,-,wieluński
Kraszkowice IV,R,195,-,-,wieluński
Kraszkowice VI 1,E,tylko pzb.,-,7,wieluński
Kraszkowice VII,T,301,-,-,wieluński
Kraszkowice VIII,R,427,-,-,wieluński
"Kraszkowice V-pole A,B",E,283,-,2,wieluński
Krężce,R,137,-,-,skierniewicki
Krzeczów*,Z,106,-,-,wieluński
Krzeczów IV,R,571,-,-,wieluński
Krzeczów V,E,195,-,10,wieluński
Krzeczów V-1,R,214,-,-,wieluński
Krzesin I,E,76,-,1,kutnowski
Krzyżanówek,R,102,-,-,kutnowski
Krzyżanówek I,R,106,-,-,kutnowski
Krzyżanówek II,R,97,-,-,kutnowski
Krzyżanówek III,R,73,-,-,kutnowski
Krzyżanówek IV,R,115,-,-,kutnowski
Krzyżanówek V,R,133,-,-,kutnowski
Krzyżanówek VI,R,109,-,-,kutnowski
Krzyżówki,Z,0,-,-,kutnowski
Kuchary,R,349,-,-,kutnowski
Kurabka,R,124,81,-,skierniewicki
Kurnos II,Z,74,-,-,bełchatowski
Kurowice I,E,126,-,33,łódzki wschodni
Kurzeszyn*,R,195,-,-,rawski
Kuźnica Kaszewska II,E,150,150,0,bełchatowski
Kuźnica Kaszewska VI,T,77,-,-,bełchatowski
Kuźnica Kaszewska VII,T,177,-,-,bełchatowski
Kuźnica Skakawska,R,143,-,-,wieruszowski
Leonardów VI,T,3 613,552,-,zgierski
Leszczynek*,Z,73,-,-,kutnowski
Leszczynek 2*,R,107,-,-,kutnowski
Leszczynek 4*,R,143,-,-,kutnowski
Leszczynek I,E,111,-,12,kutnowski
Lewkówka,E,33,-,1,piotrkowski
Lewkówka II,Z,91,-,-,piotrkowski
Lewkówka IV,R,1 203,1 203,-,piotrkowski
Lewkówka IX,R,778,-,-,piotrkowski
Lewkówka VIII,R,525,-,-,piotrkowski
Liciążna,R,162,-,-,tomaszowski
Linków I,T,1 818,-,-,rawski
Linków II,E,1 059,1 059,11,rawski
Linków III,E,1 552,1 552,73,rawski
Lipicze,E,3 037,213,7,sieradzki
Lipicze I,R,3 140,-,-,sieradzki
Lisowice,E,4 565,4 565,395,łódzki wschodni
Lorenki,R,643,-,-,zgierski
Lubania*,T,349,-,-,rawski
Ludwików - Pole B,T,266,220,-,tomaszowski
Ludwików - pole C,R,65,-,-,tomaszowski
Ludwików I,E,284,284,25,bełchatowski
Ludwików II,E,153,-,8,bełchatowski
Ludwików III,E,741,741,33,tomaszowski
Lutkówka,R,345,-,-,rawski
Lutosławice,R,101,-,-,piotrkowski
Ładzice*,R,152,-,-,radomszczański
Łaskowice,Z,1 001,-,-,m.Łódź
Łaszczyn*,T,1 546,1 368,-,rawski
Łaszczyn II,Z,360,-,-,rawski
Łaszczyn III,E,799,799,45,rawski
Łaszczyn IV,E,347,340,68,rawski
Łaszew Rządowy,Z,79,-,-,wieluński
Łaznowska Wola III,Z,72,-,-,tomaszowski
Łaznowska Wola V,Z,1 347,-,-,"łódzki wschodni,tomaszowski"
Łaznowska Wola VII,T,137,-,-,tomaszowski
Łaznowska Wola VIIA,R,59,-,-,tomaszowski
Łaznowska Wola XI,E,250,-,6,tomaszowski
Łaznowska Wola XII,R,322,-,-,tomaszowski
Łaznowska Wola XIII,E,154,-,28,tomaszowski
Łazy Duże,Z,204,-,-,piotrkowski
Łazy Duże I,E,124,-,6,piotrkowski
Łęczno I,R,159,-,-,piotrkowski
Łęczno II,E,105,90,9,piotrkowski
Łęka,T,579,579,-,łęczycki
Łódź-Iglasta III,Z,183,-,-,m.Łódź
Łódź-Iglasta IV,R,1 018,-,-,m.Łódź
Łódź-Iglasta VI,E,3 337,3 337,65,m.Łódź
Łódź-Listopadowa,T,231,231,-,m.Łódź
Łódź-Malownicza,R,80,-,-,m.Łódź
Łódź-Obłoczna,R,250,-,-,m.Łódź
Łódź-Obłoczna I,R,904,-,-,m.Łódź
Łódź-Pomorska I,T,805,649,-,m.Łódź
Łysa Góra,Z,195,-,-,skierniewicki
Maluszyn,P,13 247,-,-,radomszczański
Małków II*,R,119,-,-,sieradzki
Małków III,Z,-,-,-,sieradzki
Małków V,Z,396,-,-,sieradzki
Małków VII,E,363,-,2,sieradzki
Małków VIII,T,1 113,991,-,sieradzki
Małków XI,T,491,491,-,sieradzki
Małków XII,T,260,260,-,sieradzki
Małków XIII,R,739,-,-,sieradzki
Małków XIV*,Z,1 093,-,-,sieradzki
Małków XIX,R,1 994,1 724,-,sieradzki
Małków XV*,E,308,-,36,sieradzki
Małków XVI,E,311,311,63,sieradzki
Małków XVII,R,455,-,-,sieradzki
Małków XVIII,R,921,-,-,sieradzki
Małków XX,R,176,-,-,sieradzki
Małków-Bartochów,R,4 187,-,-,sieradzki
Mantyki IV,T,365,343,-,sieradzki
Mariampol,R,292,292,-,zgierski
Mariampol I,R,279,279,-,zgierski
Mariampol II,R,250,250,-,zgierski
Marianka*,E,1 653,1 398,92,skierniewicki
Marianka II,Z,618,-,-,skierniewicki
Marianka III,E,295,-,8,skierniewicki
Marianka IV*,T,1 154,1 154,-,skierniewicki
Marianka V,T,581,163,-,skierniewicki
Markowizna,R,110,-,-,pajęczański
Masłowice II,E,329,329,20,wieluński
Masłowice III,R,154,-,-,wieluński
Masłowice IV,Z,20,-,-,wieluński
Masłowice IVA,Z,48,-,-,wieluński
Masłowice IX,R,63,-,-,wieluński
Masłowice V,R,708,-,-,wieluński
Masłowice VI,R,46,-,-,wieluński
Masłowice VII,R,59,-,-,wieluński
Masłowice VIII*,E,48,-,12,wieluński
Maurzyce,E,2 645,2 645,111,łowicki
Maurzyce II,R,8 969,-,-,łowicki
Mazew,R,221,221,-,łęczycki
Mąkolice V,E,755,723,52,piotrkowski
Mąkolice VI,R,149,-,-,piotrkowski
Mąkolice VIII,R,127,-,-,piotrkowski
Mąkolice-Piekary I*,Z,269,-,-,piotrkowski
Męka Jamy I,Z,-,-,-,sieradzki
Miedźno,R,141,-,-,sieradzki
Miejskie Pola,T,178,178,-,radomszczański
Miejskie Pole I,Z,196,-,-,radomszczański
Mierzączka Duża,R,181,-,-,pabianicki
Miksztal,R,97,-,-,kutnowski
Mirków,Z,-,-,-,wieruszowski
Młodawin Górny,R,454,-,-,zduńskowolski
Młodawin I,E,886,886,7,zduńskowolski
Młodawin II,E,161,147,4,zduńskowolski
Młynisko I,R,375,-,-,wieluński
Młynisko II,R,631,-,-,wieluński
Mniszki,T,69,-,-,łęczycki
Mniszków I,Z,38,-,-,opoczyński
Modlica,R,1 912,-,-,łódzki wschodni
Mogilno,R,1 529,-,-,sieradzki
Mogilno Duże II,Z,178,-,-,pabianicki
Mogilno Duże III,E,99,99,4,pabianicki
Moników*,R,459,-,-,piotrkowski
Moników II,E,1 009,1 009,113,piotrkowski
Moników III,E,84,67,27,piotrkowski
Moników IV,R,718,-,-,piotrkowski
Mostki,Z,186,-,-,zduńskowolski
Mostki III,R,114,-,-,zduńskowolski
Mostki V,R,367,-,-,zduńskowolski
Mostki VI,E,670,420,129,zduńskowolski
Mostki VII,R,999,840,-,zduńskowolski
Mroczków Gościnny IX,Z,-,-,-,opoczyński
Mroczków Gościnny VIII*,Z,50,-,-,opoczyński
Nakielnica,R,36,-,-,zgierski
Napoleonów Północ,E,2 392,1 799,0,radomszczański
Narty,R,700,-,-,rawski
Narty II,R,12 752,-,-,rawski
Ner,E,46,-,4,poddębicki
Nidas-Szczukwin*,Z,20,-,-,łódzki wschodni
Niwiska,R,498,462,-,wieruszowski
Nowa Wola 7*,T,368,368,-,pabianicki
Nowe Szwejki,Z,215,-,-,rawski
Nowosolna II,T,10 981,4 930,-,m.Łódź
Nowostawy Górne,R,96,-,-,zgierski
Nowy Dwór,Z,1 084,-,-,skierniewicki
Nowy Ludwików II,Z,78,-,-,skierniewicki
Nowy Ludwików III,M,-,-,1,skierniewicki
Ogrodzona,T,30,-,-,łęczycki
Okalew II,E,241,241,8,wieluński
Okalew IV,R,463,-,-,wieluński
Okalew V,T,959,959,-,wieluński
Okołowice II,E,194,-,20,pabianicki
Olszowa*,E,2 878,2 852,26,tomaszowski
Orchów I,E,-,-,82,łaski
Orenice*,T,543,543,-,łęczycki
Orenice I*,R,442,181,-,łęczycki
Orły,R,527,-,-,sieradzki
Orły II,R,140,-,-,sieradzki
Osiek,E,54,-,1,wieruszowski
Osina I,R,540,-,-,bełchatowski
Ossowice,R,130,-,-,rawski
Ostrówek III,E,555,498,9,wieluński
Ostrówek V,R,1 062,1 062,-,wieluński
Ostrówek VII,T,768,717,-,wieluński
Ostrówek VIII,E,272,-,17,wieluński
Ożegów,Z,63,-,-,pajęczański
Ożegów I,R,55,-,-,pajęczański
